"periode_data","bulan","lokasi_omzet_penjualan","jenis_komoditi","volume","satuan","omzet"
"202101","01","Taman Anggrek Ragunan","Vanda","194","Pot","58200000"
"202101","01","Taman Anggrek Ragunan","oncidium","89","Pot","22250000"
"202101","01","Taman Anggrek Ragunan","Tanaman Hias Lainnya","2095","Pot","523750000"
"202101","01","Penangkar Bibit Ragunan","Pohon sukun","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Nangka Cempeda","5","Pohon","200000"
"202101","01","Penangkar Bibit Ragunan","Nangka Mini","32","Pohon","2400000"
"202101","01","Penangkar Bibit Ragunan","Apel Miki","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Menteng","2","Pohon","120000"
"202101","01","Penangkar Bibit Ragunan","Cermai","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Buni","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Durian Montong","37","Pohon","2775000"
"202101","01","Penangkar Bibit Ragunan","Durian Cane","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Durian Sitokong","57","Pohon","4275000"
"202101","01","Penangkar Bibit Ragunan","Jeruk Kip","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Jeruk Nipis","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Jeruk purut","23","Pohon","1150000"
"202101","01","Penangkar Bibit Ragunan","Jeruk limo","27","Pohon","1350000"
"202101","01","Penangkar Bibit Ragunan","Jeruk limonti","15","Pohon","11250000"
"202101","01","Penangkar Bibit Ragunan","Jeruk Bali","16","Pohon","1280000"
"202101","01","Penangkar Bibit Ragunan","Jeruk sankis","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Jeruk Nagami","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Mangga Manalagi","10","Pohon","1000000"
"202101","01","Penangkar Bibit Ragunan","Mangga gedong gincu","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Mangga harum","62","Pohon","4650000"
"202101","01","Penangkar Bibit Ragunan","Mangga indra mayu","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Mangga ciojao","12","Pohon","900000"
"202101","01","Penangkar Bibit Ragunan","Mangga okiong","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Mangga Cokanan","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Mangga Erwin","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Belimbing Dewi","6","Pohon","300000"
"202101","01","Penangkar Bibit Ragunan","belimbing dewa","4","Pohon","200000"
"202101","01","Penangkar Bibit Ragunan","belimbing wuluh","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","belimbing diamond","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","klengkeng pingpong","12","Pohon","1200000"
"202101","01","Penangkar Bibit Ragunan","klengkeng one ray","3","Pohon","1800000"
"202101","01","Penangkar Bibit Ragunan","klengkeng /durian","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Rambutan ropiah","9","Pohon","1350000"
"202101","01","Penangkar Bibit Ragunan","rambutan Binjai","5","Pohon","750000"
"202101","01","Penangkar Bibit Ragunan","Rambutan aceh lebak","3","Pohon","450000"
"202101","01","Penangkar Bibit Ragunan","rambutan Garuda","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Rambutan parakan","4","Pohon","600000"
"202101","01","Penangkar Bibit Ragunan","jambu biji","47","Pohon","5875000"
"202101","01","Penangkar Bibit Ragunan","jambu jincalo hijau","5","Pohon","675000"
"202101","01","Penangkar Bibit Ragunan","jambu cincalo merah","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","jambu airlilin","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","jambu air mawar","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","jambu air king rose","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","jambu citra","44","Pohon","3080000"
"202101","01","Penangkar Bibit Ragunan","jambu air apel","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","sawo betawi","19","Pohon","1520000"
"202101","01","Penangkar Bibit Ragunan","sawo Manila","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","sawo apel","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","sawo kecik","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Jamblang ungu","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","jamblang Putih","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","manggis","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Matoa","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","sirsak","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Srikaya","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Duku","5","Pohon","750000"
"202101","01","Penangkar Bibit Ragunan","Markisa","20","Pohon","1500000"
"202101","01","Penangkar Bibit Ragunan","Anggur","2","Pohon","200000"
"202101","01","Penangkar Bibit Ragunan","Jati unggul","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Jati mas","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Jati putih/ jabon","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","gandaria","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Lobi - lobi","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Rukem","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Bisbol","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Leci","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Kedongdong","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","pala","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","beach ceryy","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Alpukat","24","Pohon","1800000"
"202101","01","Penangkar Bibit Ragunan","Asem Mansis","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Asem","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Nam _ nam","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Miracley Fruit","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","kelapa hijau","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","kelapa hibrida","20","Pohon","1000000"
"202101","01","Penangkar Bibit Ragunan","Sengon","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Mahoni","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Apel india","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Jahor jaba/anggur b","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","korma","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Pohon tin","18","Pohon","2160000"
"202101","01","Penangkar Bibit Ragunan","Zaitun","7","Pohon","1400000"
"202101","01","Penangkar Bibit Ragunan","Pohon naga","3","Pohon","300000"
"202101","01","Penangkar Bibit Ragunan","krendeng","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","coklat","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","cengkeh","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","pohon kopi","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","pohon kelor","19","Pohon","1425000"
"202101","01","Penangkar Bibit Ragunan","pohon kepel","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","kecapi","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","jengkol","18","Pohon","1350000"
"202101","01","Penangkar Bibit Ragunan","Gowok","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","Cincau","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","sirih merah","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","sirih hijau","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","sirih kuning","0","Pohon","0"
"202101","01","Penangkar Bibit Ragunan","cabe merah","31","Pohon","2325000"
"202101","01","Penangkar Bibit Ragunan","cabe hijau","15","Pohon",""
"202102","02","Pasar Bunga Rawabelong","Melati","7894","Bks","197350000"
"202102","02","Pasar Bunga Rawabelong","Pihong","1721","Ktg","17880000"
"202102","02","Pasar Bunga Rawabelong","Kenanga","730","Ktg","14600000"
"202102","02","Pasar Bunga Rawabelong","Kantil","20","Bks","1000000"
"202102","02","Pasar Bunga Rawabelong","Ros Kampung/Ros Cipanas","0","Ikat","0"
"202102","02","Pasar Bunga Rawabelong","Ros Rontokan Malang","1363","Ktg","31380000"
"202102","02","Pasar Bunga Rawabelong","Mawar Tabur","588","Bks","8820000"
"202102","02","Pasar Bunga Rawabelong","Pandan Iris","1653","Ktg","16530000"
"202102","02","Pasar Bunga Rawabelong","Daun Sirih","267","Ikat","1335000"
"202102","02","Pasar Bunga Rawabelong","Buah Pinang","238","Ikat","2360000"
"202102","02","Pasar Bunga Rawabelong","Nanas Muda","45","Buah","675000"
"202102","02","Pasar Bunga Rawabelong","Sedap Malam","1327","Gabung","466200000"
"202102","02","Pasar Bunga Rawabelong","Gladiol","1973","Ikat","57675000"
"202102","02","Pasar Bunga Rawabelong","Ros Semy Holand Cipanas","2286","Ikat","199815000"
"202102","02","Pasar Bunga Rawabelong","Ros Malang","2646","Ikat","155810000"
"202102","02","Pasar Bunga Rawabelong","Hebras/Gerbera","1106","Ikat","50315000"
"202102","02","Pasar Bunga Rawabelong","Lely","59","kuntum","2950000"
"202102","02","Pasar Bunga Rawabelong","Pikok","2790","Ikat","41850000"
"202102","02","Pasar Bunga Rawabelong","Bunga Balon","24","Ikat","240000"
"202102","02","Pasar Bunga Rawabelong","Aster (Cipanas)","1065","Ikat","16755000"
"202102","02","Pasar Bunga Rawabelong","Krisan (Cipanas)","725","Ikat","15045000"
"202102","02","Pasar Bunga Rawabelong","Bunga Matahari","185","Ikat","9250000"
"202102","02","Pasar Bunga Rawabelong","Bunga Teratai","45","Ikat","1575000"
"202102","02","Pasar Bunga Rawabelong","Aster (PT)","3663","Ikat","58850000"
"202102","02","Pasar Bunga Rawabelong","Krisan Std (PT)","2459","Ikat","52830000"
"202102","02","Pasar Bunga Rawabelong","Gerbera (PT)","1380","Ikat","33070000"
"202102","02","Pasar Bunga Rawabelong","Casablanca","1743","Ikat","290755000"
"202102","02","Pasar Bunga Rawabelong","Solidago","586","Ikat","11720000"
"202102","02","Pasar Bunga Rawabelong","Carnation","986","Ikat","31600000"
"202102","02","Pasar Bunga Rawabelong","Asiatik","0","Ikat","0"
"202102","02","Pasar Bunga Rawabelong","Amarantus","28","Ikat","560000"
"202102","02","Pasar Bunga Rawabelong","Lysiantus","0","Ikat","0"
"202102","02","Pasar Bunga Rawabelong","Snap Dragon","932","Ikat","23875000"
"202102","02","Pasar Bunga Rawabelong","Kala Lily","72","Ikat","3600000"
"202102","02","Pasar Bunga Rawabelong","Hortensia","1083","Ikat","27075000"
"202102","02","Pasar Bunga Rawabelong","Agapantus","34","Ikat","1700000"
"202102","02","Pasar Bunga Rawabelong","Statis","25","Ikat","625000"
"202102","02","Pasar Bunga Rawabelong","Baby Bret","464","tangkai","9280000"
"202102","02","Pasar Bunga Rawabelong","Kaspea","47","Ikat","1175000"
"202102","02","Pasar Bunga Rawabelong","Anggrek Dedrobium","1187","Ikat","102270000"
"202102","02","Pasar Bunga Rawabelong","Vanda Douglas","240","Ikat","30360000"
"202102","02","Pasar Bunga Rawabelong","Anggrek Game Stori","63","Ikat","23500000"
"202102","02","Pasar Bunga Rawabelong","Anggrek Magie Oie","39","Ikat","6695000"
"202102","02","Pasar Bunga Rawabelong","Anggrek Bulan","2649","Pot","377275000"
"202102","02","Pasar Bunga Rawabelong","Asparagus","95","Koli","4750000"
"202102","02","Pasar Bunga Rawabelong","Pilo Dendro","2837","Ikat","36980000"
"202102","02","Pasar Bunga Rawabelong","Palem Kuning","12","Gabung","120000"
"202102","02","Pasar Bunga Rawabelong","Florida Beauty","354","Ikat","3540000"
"202102","02","Pasar Bunga Rawabelong","Palm Regu","12","Gabung","120000"
"202101","01","Pasar Bunga Rawabelong","Melati","8683","Bungkus","217075000"
"202101","01","Pasar Bunga Rawabelong","Pihong","1753","Kantong","17530000"
"202101","01","Pasar Bunga Rawabelong","Kenanga","654","Kantong","13080000"
"202101","01","Pasar Bunga Rawabelong","Kantil","23","Bungkus","1100000"
"202101","01","Pasar Bunga Rawabelong","Ros Kampung/Ros Cipanas","0","Ikat","0"
"202101","01","Pasar Bunga Rawabelong","Ros Rontokan Malang","1570","Kantong","31400000"
"202101","01","Pasar Bunga Rawabelong","Mawar Tabur","559","Bungkus","8385000"
"202101","01","Pasar Bunga Rawabelong","Pandan Iris","1708","Kantong","17080000"
"202101","01","Pasar Bunga Rawabelong","Daun Sirih","291","Ikat","1455000"
"202101","01","Pasar Bunga Rawabelong","Buah Pinang","281","Ikat","2810000"
"202101","01","Pasar Bunga Rawabelong","Nanas Muda","56","Buah","840000"
"202101","01","Pasar Bunga Rawabelong","Sedap Malam","462","Gabung","92400000"
"202101","01","Pasar Bunga Rawabelong","Gladiol","68","Ikat","1700000"
"202101","01","Pasar Bunga Rawabelong","Ros Semy Holand Cipanas","2180","Ikat","163500000"
"202101","01","Pasar Bunga Rawabelong","Ros Malang","2219","Ikat","66570000"
"202101","01","Pasar Bunga Rawabelong","Hebras/Gerbera","1117","Ikat","55850000"
"202101","01","Pasar Bunga Rawabelong","Lely","113","kuntum","5650000"
"202101","01","Pasar Bunga Rawabelong","Pikok","1903","Ikat","28545000"
"202101","01","Pasar Bunga Rawabelong","Bunga Balon","2","Ikat","20000"
"202101","01","Pasar Bunga Rawabelong","Aster (Cipanas)","1116","Ikat","16740000"
"202101","01","Pasar Bunga Rawabelong","Krisan (Cipanas)","729","Ikat","14580000"
"202101","01","Pasar Bunga Rawabelong","Bunga Matahari","187","Ikat","9170000"
"202101","01","Pasar Bunga Rawabelong","Bunga Teratai","0","Ikat","0"
"202101","01","Pasar Bunga Rawabelong","Aster (PT)","2635","Ikat","39525000"
"202101","01","Pasar Bunga Rawabelong","Krisan Std (PT)","1896","Ikat","37920000"
"202101","01","Pasar Bunga Rawabelong","Gerbera (PT)","1075","Ikat","21500000"
"202101","01","Pasar Bunga Rawabelong","Casablanca","815","Ikat","110025000"
"202101","01","Pasar Bunga Rawabelong","Solidago","320","Ikat","6400000"
"202101","01","Pasar Bunga Rawabelong","Carnation","821","Ikat","24630000"
"202101","01","Pasar Bunga Rawabelong","Asiatik","0","Ikat","0"
"202101","01","Pasar Bunga Rawabelong","Amarantus","26","Ikat","500000"
"202101","01","Pasar Bunga Rawabelong","Lysiantus","0","Ikat","0"
"202101","01","Pasar Bunga Rawabelong","Snap Dragon","854","Ikat","21350000"
"202101","01","Pasar Bunga Rawabelong","Kala Lily","70","Ikat","3500000"
"202101","01","Pasar Bunga Rawabelong","Hortensia","1017","Ikat","25425000"
"202101","01","Pasar Bunga Rawabelong","Agapantus","32","Ikat","1600000"
"202101","01","Pasar Bunga Rawabelong","Statis","0","Ikat","0"
"202101","01","Pasar Bunga Rawabelong","Baby Bret","345","Tangkai","6900000"
"202101","01","Pasar Bunga Rawabelong","Kaspea","158","Ikat","3950000"
"202101","01","Pasar Bunga Rawabelong","Anggrek Dedrobium","1418","Ikat","99260000"
"202101","01","Pasar Bunga Rawabelong","Vanda Douglas","213","Ikat","23750000"
"202101","01","Pasar Bunga Rawabelong","Anggrek Game Stori","56","Ikat","16800000"
"202101","01","Pasar Bunga Rawabelong","Anggrek Magie Oie","24","Ikat","2880000"
"202101","01","Pasar Bunga Rawabelong","Anggrek Bulan","2192","Pot","328800000"
"202101","01","Pasar Bunga Rawabelong","Asparagus","131","Koli","7000000"
"202101","01","Pasar Bunga Rawabelong","Pilo Dendro","1887","Ikat","19520000"
"202101","01","Pasar Bunga Rawabelong","Palem Kuning","0","Gabung","0"
"202101","01","Pasar Bunga Rawabelong","Florida Beauty","208","Ikat","2180000"
"202101","01","Pasar Bunga Rawabelong","Palm Regu","0","Gabung","0"
"202101","01","Pasar Bunga Rawabelong","Andong","1758","Ikat","36340000"
"202101","01","Pasar Bunga Rawabelong","Monstera","608","Ikat","21945000"
"202101","01","Pasar Bunga Rawabelong","Silver Dollar","0","Ikat","0"
"202101","01","Pasar Bunga Rawabelong","Ruskus","1687","Ikat","17400000"
"202101","01","Pasar Bunga Rawabelong","Ivy Variegata","265","Ikat","5500000"
"202101","01","Pasar Bunga Rawabelong","Papirus","0","Ikat","0"
"202101","01","Pasar Bunga Rawabelong","Pakis","1130","Ikat","17490000"
"202101","01","Pasar Bunga Rawabelong","Song of Jamaika","1142","Ikat","11810000"
"202101","01","Pasar Bunga Rawabelong","Three Colour","0","Ikat","0"
"202101","01","Pasar Bunga Rawabelong","Asparagus Bintang","0","Ikat","0"
"202101","01","Pasar Bunga Rawabelong","Morea","0","Ikat","0"
"202101","01","Pasar Bunga Rawabelong","Philo Marbel","158","Ikat","2470000"
"202101","01","Pasar Bunga Rawabelong","Sil Pedas","0","Gabung","0"
"202101","01","Pasar Bunga Rawabelong","Pecah Piring","1547","Gabung","16200000"
"202101","01","Pasar Bunga Rawabelong","Puring Bor","0","Gabung","0"
"202101","01","Pasar Bunga Rawabelong","Suci Putih","284","Gabung","5780000"
"202101","01","Pasar Bunga Rawabelong","Suci Hijau","392","Gabung","6010000"
"202101","01","Pasar Bunga Rawabelong","Suci Merah","278","Gabung","5760000"
"202101","01","Pasar Bunga Rawabelong","Redondong","0","Gabung","0"
"202101","01","Pasar Bunga Rawabelong","Kemuning","4497","Gabung","46470000"
"202101","01","Pasar Bunga Rawabelong","Culam","4491","Gabung","46410000"
"202101","01","Pasar Bunga Rawabelong","Daun Antrium","293","Koli","3000000"
"202101","01","Pasar Bunga Rawabelong","Kandaka","266","Ikat","4140000"
"202101","01","Pasar Bunga Rawabelong","Buntut Bajing","32","Ikat","330000"
"202101","01","Pasar Bunga Rawabelong","Sri Gading","376","Ikat","3880000"
"202101","01","Pasar Bunga Rawabelong","Sarana Penunjang","2775","Buah","128450000"
"202101","01","TC Klender","Ros Semy Holand Cipanas","29","Ikat","2030000"
"202101","01","TC Klender","Ros Malang","6","Ikat","175000"
"202101","01","TC Klender","Hebras/Gerbera","69","Ikat","3200000"
"202101","01","TC Klender","Pikok","113","Ikat","1530000"
"202101","01","TC Klender","Aster (Cipanas)","145","Ikat","1637500"
"202101","01","TC Klender","Krisan (Cipanas)","0","Ikat","0"
"202101","01","TC Klender","Aster (PT)","0","Ikat","0"
"202101","01","TC Klender","Krisan Std (PT)","0","Ikat","0"
"202101","01","TC Klender","Casablanca","0","Ikat","0"
"202101","01","TC Klender","Carnation","1","Ikat","20000"
"202101","01","TC Klender","Bebybret","0","Tangkai","0"
"202101","01","TC Klender","Pilo Dendro","92","Ikat","498000"
"202101","01","TC Klender","Andong","178","Ikat","3020000"
"202101","01","TC Klender","Ruskus","0","Ikat","0"
"202101","01","TC Klender","Pakis","4","Ikat","40000"
"202101","01","TC Klender","Song Of Jamaika","3","Ikat","30000"
"202101","01","TC Klender","Suji Putih","4","Ikat","40000"
"202101","01","TC Klender","Suji Merah","0","Ikat","0"
"202101","01","TC Klender","Kadaka","0","Ikat","0"
"202101","01","TC Klender","Stok","8","Ikat","100000"
"202101","01","TC Klender","Janur","38","Batang","3500000"
"202101","01","TC Klender","Pakis","4","Ikat","60000"
"202101","01","TC Klender","Rotensia","44","Ikat","950000"
"202101","01","TC Klender","Sedap Malam","1","Gabung","100000"
"202101","01","TC Klender","Sarana Penunjang","225","Buah","7101500"
"202101","01","Taman Anggrek Ragunan","Dendrobium","10768","Pot","1346000000"
"202101","01","Taman Anggrek Ragunan","Phalaenopsis","2961","Pot","177660000"
"202101","01","Taman Anggrek Ragunan","Cahteleya","207","Pot","25875000"
"202103","03","Pasar Bunga Rawabelong","Pilo Dendro","3913","Ikat","39130000"
"202103","03","Pasar Bunga Rawabelong","Palem Kuning","31","Gabung","310000"
"202103","03","Pasar Bunga Rawabelong","Florida Beauty","375","Ikat","3750000"
"202103","03","Pasar Bunga Rawabelong","Palm Regu","31","Gabung","310000"
"202103","03","Pasar Bunga Rawabelong","Andong","3701","Ikat","74020000"
"202103","03","Pasar Bunga Rawabelong","Monstera","881","Ikat","30835000"
"202103","03","Pasar Bunga Rawabelong","Silver Dollar","34","Ikat","1700000"
"202103","03","Pasar Bunga Rawabelong","Ruskus","2305","Ikat","23050000"
"202103","03","Pasar Bunga Rawabelong","Ivy Variegata","453","Ikat","9060000"
"202103","03","Pasar Bunga Rawabelong","Papirus","0","Ikat","0"
"202103","03","Pasar Bunga Rawabelong","Pakis","1224","Ikat","18360000"
"202103","03","Pasar Bunga Rawabelong","Song of Jamaika","1238","Ikat","12380000"
"202103","03","Pasar Bunga Rawabelong","Three Colour","0","Ikat","0"
"202103","03","Pasar Bunga Rawabelong","Asparagus Bintang","12","Ikat","240000"
"202103","03","Pasar Bunga Rawabelong","Morea","84","Ikat","420000"
"202103","03","Pasar Bunga Rawabelong","Philo Marbel","167","Ikat","2505000"
"202103","03","Pasar Bunga Rawabelong","Sil Pedas","0","Gabung","0"
"202103","03","Pasar Bunga Rawabelong","Pecah Piring","1554","Gabung","15540000"
"202103","03","Pasar Bunga Rawabelong","Puring Bor","40","Gabung","400000"
"202103","03","Pasar Bunga Rawabelong","Suci Putih","385","Gabung","7700000"
"202103","03","Pasar Bunga Rawabelong","Suci Hijau","448","Gabung","6720000"
"202103","03","Pasar Bunga Rawabelong","Suci Merah","352","Gabung","7040000"
"202103","03","Pasar Bunga Rawabelong","Redondong","29","Gabung","435000"
"202103","03","Pasar Bunga Rawabelong","Kemuning","4867","Gabung","48670000"
"202103","03","Pasar Bunga Rawabelong","Culam","4765","Gabung","47650000"
"202103","03","Pasar Bunga Rawabelong","Daun Antrium","383","Koli","3830000"
"202103","03","Pasar Bunga Rawabelong","Kandaka","654","Ikat","9810000"
"202103","03","Pasar Bunga Rawabelong","Buntut Bajing","22","Ikat","220000"
"202103","03","Pasar Bunga Rawabelong","Sri Gading","507","Ikat","5070000"
"202103","03","Pasar Bunga Rawabelong","Sarana Penunjang","2301","Buah","112091000"
"202103","03","TC Klender","Ros Semy Holand Cipanas","43","Ikat","2530000"
"202103","03","TC Klender","Ros Malang","0","Ikat","0"
"202103","03","TC Klender","Hebras/Gerbera","89","Ikat","3945000"
"202103","03","TC Klender","Pikok","100","Ikat","7725000"
"202103","03","TC Klender","Aster (Cipanas)","164","Ikat","19680000"
"202103","03","TC Klender","Krisan (Cipanas)","0","Ikat","0"
"202103","03","TC Klender","Aster (PT)","0","Ikat","0"
"202103","03","TC Klender","Krisan Std (PT)","0","Ikat","0"
"202103","03","TC Klender","Casablanca","0","Ikat","0"
"202103","03","TC Klender","Carnation","0","Ikat","0"
"202103","03","TC Klender","Bebybret","0","Tangkai","0"
"202103","03","TC Klender","Pilo Dendro","85","Ikat","4500000"
"202103","03","TC Klender","Andong","144","Ikat","1910000"
"202103","03","TC Klender","Ruskus","0","Ikat","0"
"202103","03","TC Klender","Pakis","0","Ikat","0"
"202103","03","TC Klender","Song Of Jamaika","0","Ikat","0"
"202103","03","TC Klender","Suji Putih","0","Ikat","0"
"202103","03","TC Klender","Suji Merah","0","Ikat","0"
"202103","03","TC Klender","Kadaka","0","Ikat","0"
"202103","03","TC Klender","Stok","18","Ikat","360000"
"202103","03","TC Klender","Janur","63","Batang","6300000"
"202103","03","TC Klender","Pakis","0","Ikat","0"
"202103","03","TC Klender","Rotensia","81","Ikat","2025000"
"202103","03","TC Klender","Sedap Malam","6","Gabung","1200000"
"202103","03","TC Klender","Andong Plat","58","Ikat","592000"
"202103","03","TC Klender","Palem","27","Ikat","335000"
"202103","03","TC Klender","Sri Gading","8","Ikat","120000"
"202103","03","TC Klender","Songop","14","Ikat","155000"
